"theme";"sous_theme";"question";"bonne_reponse";"distracteur_1";"distracteur_2";"distracteur_3";"explication";"difficulte";"generalite";"note_verif"
"film_horreur";"cinéma espagnol";"Quel réalisateur mexicain a signé L'Échine du diable (2001) ?";"Guillermo del Toro";"Alfonso Cuarón";"Alejandro González Iñárritu";"Robert Rodriguez";"Cette histoire de fantôme dans un orphelinat pendant la guerre d'Espagne annonce Le Labyrinthe de Pan, du même Guillermo del Toro.";"4";"5";""
"film_horreur";"vampires";"Quel acteur incarne le comte dans Dracula (1992) ?";"Gary Oldman";"Willem Dafoe";"Daniel Day-Lewis";"Ralph Fiennes";"Gary Oldman campe un Dracula romantique aux multiples visages, du vieillard à la créature chauve-souris.";"4";"4";""
"film_horreur";"cinéma européen";"Quelle particularité relie Funny Games (1997) et son remake américain de 2007 ?";"Son réalisateur l'a refait plan par plan";"Le remake reprend les décors originaux";"Le casting original est conservé";"Le remake change totalement la fin";"Michael Haneke a rejoué à l'identique, plan par plan, son propre film autrichien avec Naomi Watts et Tim Roth.";"5";"5";""
"film_horreur";"cinéma coréen";"De quel pays vient le film d'horreur Deux sœurs (2003) ?";"La Corée du Sud";"La Chine";"La Thaïlande";"Taïwan";"Deux sœurs de Kim Jee-woon, inspiré d'un conte coréen, est l'un des sommets de la vague horrifique sud-coréenne.";"4";"5";""
"film_horreur";"adaptations King";"Comment s'appelle le clown maléfique de Ça (2017) ?";"Grippe-Sou";"Twisty";"Captain Spaulding";"Sweet Tooth";"Grippe-Sou le clown dansant, Pennywise en version originale, resurgit tous les 27 ans pour dévorer les enfants de Derry.";"1";"1";""
"film_horreur";"Conjuring-verse";"Quel couple de démonologues enquête dans la saga Conjuring ?";"Ed et Lorraine Warren";"Roger et Carolyn Perron";"Harry et Helen Price";"John et Mary Blackwood";"Les films s'inspirent des dossiers des époux Warren, enquêteurs paranormaux réels ; les Perron sont la famille hantée du premier film.";"2";"2";""
"film_horreur";"horreur sociale";"Qui a réalisé Get Out (2017) ?";"Jordan Peele";"Barry Jenkins";"Ryan Coogler";"Steve McQueen";"L'humoriste Jordan Peele signe avec Get Out un premier film d'horreur sociale au succès mondial.";"1";"2";""
"film_horreur";"créatures";"Quel sens les créatures de Sans un bruit (2018) utilisent-elles pour chasser ?";"L'ouïe";"L'odorat";"La vue";"Le toucher";"Aveugles mais à l'ouïe surdéveloppée, les créatures imposent à la famille Abbott une vie en silence total.";"1";"1";""
"film_horreur";"technologie";"Quelle menace incarne M3GAN (2022) ?";"Une poupée dotée d'une intelligence artificielle";"Un assistant vocal piraté";"Un robot ménager défectueux";"Un jouet télécommandé hanté";"M3GAN, androïde conçue pour protéger une orpheline, applique sa mission jusqu'au meurtre.";"1";"2";""
"film_horreur";"horreur A24";"Dans quel pays les étudiants de Midsommar (2019) se rendent-ils ?";"En Suède";"En Norvège";"En Finlande";"En Islande";"La commune de Hårga célèbre son solstice en Suède : une horreur en plein jour, à contre-pied des codes du genre.";"1";"2";""
"film_horreur";"found footage";"Quel dispositif enregistre les phénomènes nocturnes dans Paranormal Activity (2007) ?";"Une caméra fixe dans la chambre";"Des caméras de surveillance du quartier";"Un téléphone portable";"Une caméra frontale";"Le couple installe une caméra fixe face à son lit : les images nocturnes en accéléré ont terrifié les salles.";"2";"2";""
"film_horreur";"cinéma espagnol";"Dans quel pays se déroule le film found footage [REC] (2007) ?";"En Espagne";"Au Mexique";"En Italie";"Au Portugal";"Une journaliste suit des pompiers dans un immeuble de Barcelone mis en quarantaine, filmé en temps réel.";"2";"3";""
"film_horreur";"fantastique";"Dans quel contexte historique se déroule Le Labyrinthe de Pan (2006) ?";"L'Espagne franquiste";"L'Italie mussolinienne";"La France occupée";"L'Allemagne nazie";"En 1944, la jeune Ofelia fuit la brutalité de son beau-père franquiste dans un monde de créatures fabuleuses.";"2";"2";""
"film_horreur";"cinéma coréen";"Dans quel véhicule les survivants de Dernier train pour Busan (2016) sont-ils piégés ?";"Un train à grande vitesse";"Un avion de ligne";"Un ferry";"Un métro";"L'épidémie de zombies se propage à bord du KTX Séoul-Busan, huis clos lancé à pleine vitesse.";"1";"2";""
"film_horreur";"thriller horrifique";"Combien de personnalités cohabitent chez Kevin dans Split (2016) ?";"23";"12";"16";"31";"James McAvoy incarne les 23 personnalités de Kevin, dans l'attente de la 24e, « la Bête ».";"2";"2";""
"film_horreur";"body horror";"Quelle actrice incarne Elisabeth Sparkle dans The Substance (2024) ?";"Demi Moore";"Sharon Stone";"Michelle Pfeiffer";"Julianne Moore";"Demi Moore, star déchue prête à tout pour rajeunir, signe le rôle le plus salué de sa carrière dans ce body horror de Coralie Fargeat.";"2";"2";""
"film_horreur";"Conjuring-verse";"Quelle poupée du Conjuring-verse a droit à ses propres films ?";"Annabelle";"M3GAN";"Billy";"Slappy";"Aperçue dans Conjuring, la poupée Annabelle a généré trois films dérivés ; l'objet réel trône dans le musée des Warren.";"1";"2";""
"film_horreur";"vampires";"Comment s'appelle le comte vampire du Nosferatu de 2024 ?";"Orlok";"Dracula";"Barlow";"Varney";"Le comte Orlok, créé par Murnau en 1922 pour contourner les droits de Dracula, renaît dans ce remake gothique.";"2";"3";""
"film_horreur";"horreur A24";"Quelle caractéristique définit l'entité de It Follows (2014) ?";"Elle marche lentement mais sans jamais s'arrêter";"Elle n'apparaît que la nuit";"Elle hurle avant d'attaquer";"Elle se déplace dans les miroirs";"L'entité avance au pas, inexorablement, vers sa cible : une idée simple devenue l'un des concepts les plus angoissants du genre.";"2";"3";""
"film_horreur";"horreur sociale";"Quel objet tiennent les doubles menaçants de Us (2019) ?";"Des ciseaux dorés";"Des couteaux de cuisine";"Des rasoirs";"Des faucilles";"Les ciseaux dorés des doppelgängers, visibles jusque sur l'affiche, symbolisent la coupure entre les deux Amériques du film.";"1";"3";""
"film_horreur";"cinéma français";"Quelle pulsion découvre l'héroïne végétarienne de Grave (2016) ?";"Le cannibalisme";"Le vampirisme";"La lycanthropie";"La pyromanie";"Le premier film de Julia Ducournau suit une étudiante végétarienne saisie d'une faim de chair humaine.";"2";"3";""
"film_horreur";"survival";"Où se cache la famille mutante de La Colline a des yeux (2006) ?";"Dans le désert du Nouveau-Mexique";"Dans les Appalaches";"Dans les marais de Louisiane";"Dans une forêt de l'Oregon";"Les mutants, victimes des essais nucléaires américains, traquent une famille en panne dans le désert du Nouveau-Mexique.";"2";"3";""
"film_horreur";"surnaturel";"Quelle saga suit la famille Lambert, dont le fils voyage hors de son corps ?";"Insidious";"Sinister";"Conjuring";"Ouija";"Dans Insidious, le petit Dalton Lambert se perd lors d'un voyage astral, ouvrant la porte aux esprits.";"2";"3";""
"film_horreur";"slasher moderne";"Quel acteur incarne le tueur satanique de Longlegs (2024) ?";"Nicolas Cage";"Willem Dafoe";"John Malkovich";"Jared Leto";"Nicolas Cage, méconnaissable, incarne Longlegs dans le thriller horrifique d'Osgood Perkins, succès surprise de 2024.";"2";"3";""
"film_horreur";"adaptations King";"Quel acteur suédois incarne le clown de Ça (2017) ?";"Bill Skarsgård";"Alexander Skarsgård";"Tim Curry";"Doug Jones";"Bill Skarsgård succède à Tim Curry, interprète du clown dans le téléfilm de 1990 ; Alexander est son frère aîné.";"3";"3";""
"film_horreur";"horreur A24";"Quelle actrice incarne la mère endeuillée dans Hérédité (2018) ?";"Toni Collette";"Essie Davis";"Lupita Nyong'o";"Vera Farmiga";"La performance de Toni Collette, miniaturiste rongée par le deuil, a été citée parmi les grandes injustices des Oscars.";"3";"3";""
"film_horreur";"horreur A24";"Quel studio indépendant est associé à l'horreur d'auteur (The Witch, Hérédité, Midsommar) ?";"A24";"Neon";"Focus Features";"Annapurna";"Le studio new-yorkais A24 a imposé dans les années 2010 une horreur atmosphérique dite « elevated horror ».";"3";"4";""
"film_horreur";"surnaturel";"Sur quel support le père de famille découvre-t-il des meurtres filmés dans Sinister (2012) ?";"Des bobines Super 8";"Des cassettes VHS";"Des DVD gravés";"Des polaroïds";"Les films de famille en Super 8 trouvés au grenier révèlent l'œuvre du démon Bughuul.";"3";"4";""
"film_horreur";"horreur australienne";"De quel objet surgit le monstre du Babadook (2014) ?";"Un livre pour enfants";"Une boîte à musique";"Un miroir ancien";"Une lanterne magique";"Mister Babadook, album pop-up sinistre apparu sur une étagère, matérialise le deuil dans le film australien de Jennifer Kent.";"3";"4";""
"film_horreur";"horreur A24";"Quelle actrice, future star du Jeu de la dame, est révélée par The Witch (2015) ?";"Anya Taylor-Joy";"Mia Goth";"Maika Monroe";"Jenna Ortega";"Anya Taylor-Joy, alors inconnue, incarne Thomasin dans le premier film de Robert Eggers.";"3";"3";""
"film_horreur";"créatures";"Quel acteur réalise Sans un bruit et y joue le père de famille ?";"John Krasinski";"Chris Pratt";"Ben Affleck";"Bradley Cooper";"John Krasinski dirige et partage l'écran avec Emily Blunt, son épouse à la ville comme dans le film.";"3";"3";""
"film_horreur";"thriller horrifique";"Quelle actrice est traquée par un mari invisible dans Invisible Man (2020) ?";"Elisabeth Moss";"Rosamund Pike";"Rebecca Hall";"Claire Foy";"Elisabeth Moss porte cette relecture du mythe par Leigh Whannell, où l'invisibilité devient une métaphore de l'emprise.";"3";"3";""
"film_horreur";"horreur australienne";"Quel objet permet d'invoquer les esprits dans Talk to Me (2023) ?";"Une main embaumée";"Une planche de ouija";"Un miroir ancien";"Une urne funéraire";"Serrer la main embaumée ouvre la porte aux esprits pendant 90 secondes ; au-delà, ils s'installent. Le film a lancé les frères Philippou.";"3";"3";""
"film_horreur";"slasher moderne";"Quelle particularité distingue Art, le clown de la saga Terrifier ?";"Il est entièrement muet";"Il est invisible aux adultes";"Il change de visage à chaque film";"Il ne supporte pas les miroirs";"Art le Clown ne prononce jamais un mot : David Howard Thornton joue tout en mime, ce qui le rend d'autant plus dérangeant.";"3";"4";""
"film_horreur";"cinéma français";"Quel film de Julia Ducournau a remporté la Palme d'or 2021 ?";"Titane";"Grave";"Annette";"Benedetta";"Titane est la deuxième Palme d'or décernée à une femme, et une rare victoire du body horror à Cannes.";"3";"3";""
"film_horreur";"cinéma espagnol";"Sous quel titre [REC] a-t-il été refait aux États-Unis ?";"En quarantaine";"Contagion";"Épidémie";"Isolement";"En quarantaine (Quarantine, 2008) transpose l'immeuble de Barcelone à Los Angeles, plan pour plan ou presque.";"3";"4";""
"film_horreur";"horreur sociale";"Quel acteur britannique tient le rôle principal de Get Out ?";"Daniel Kaluuya";"John Boyega";"Damson Idris";"Ashton Sanders";"Daniel Kaluuya, nommé à l'Oscar pour ce rôle, remportera la statuette trois ans plus tard pour Judas and the Black Messiah.";"3";"3";""
"film_horreur";"vampires";"Qui a réalisé le Nosferatu de 2024 ?";"Robert Eggers";"Ari Aster";"David Robert Mitchell";"Osgood Perkins";"Robert Eggers rend hommage au classique muet de Murnau, projet qu'il portait depuis ses débuts.";"3";"3";""
"film_horreur";"horreur A24";"Quelle actrice incarne Dani dans Midsommar ?";"Florence Pugh";"Saoirse Ronan";"Mia Goth";"Jenna Ortega";"Florence Pugh porte le film d'Ari Aster, du deuil initial à la robe de fleurs finale devenue iconique.";"3";"3";""
"film_horreur";"adaptations King";"Quel film détient le record absolu du box-office pour un film d'horreur ?";"Ça";"Sixième Sens";"L'Exorciste";"Conjuring";"Ça (2017) a dépassé les 700 millions de dollars de recettes mondiales, record du genre devant Sixième Sens.";"4";"4";""
"film_horreur";"récompenses";"Quel Oscar Get Out a-t-il remporté en 2018 ?";"Meilleur scénario original";"Meilleur film";"Meilleur réalisateur";"Meilleur acteur";"Jordan Peele repart avec l'Oscar du scénario original ; le film était aussi nommé dans les trois autres catégories.";"4";"4";""
"film_horreur";"found footage";"Quel budget initial est associé au tournage de Paranormal Activity ?";"Environ 15 000 dollars";"Environ 60 000 dollars";"Environ 500 000 dollars";"Environ 2 millions de dollars";"Tourné pour environ 15 000 dollars chez son réalisateur Oren Peli, le film a rapporté près de 200 millions : l'un des meilleurs retours sur investissement du cinéma.";"4";"4";""
"film_horreur";"cinéma espagnol";"Quel duo de réalisateurs a signé [REC] ?";"Jaume Balagueró et Paco Plaza";"Álex Pastor et David Pastor";"Alex de la Iglesia et Nacho Vigalondo";"Juan Carlos Fresnadillo et Rodrigo Cortés";"Balagueró et Plaza ont coréalisé les deux premiers [REC], avant de signer chacun un épisode en solo.";"5";"5";""
"film_horreur";"cinéma espagnol";"Quel réalisateur espagnol a signé L'Orphelinat (2007) ?";"J.A. Bayona";"Alejandro Amenábar";"Nacho Vigalondo";"Rodrigo Cortés";"Premier film de J.A. Bayona, produit par Guillermo del Toro, avant que le cinéaste ne parte vers Jurassic World et Le Cercle des neiges.";"4";"5";""
"film_horreur";"surnaturel";"Comment s'appelle le monde des esprits dans Insidious ?";"Le Lointain";"L'Au-delà";"Le Purgatoire";"L'Entre-deux";"Le Lointain (The Further) est la dimension brumeuse où errent les âmes, que Dalton explore malgré lui.";"4";"5";""
"film_horreur";"found footage";"Sur quelle plateforme se déroule intégralement Host (2020) ?";"Zoom";"Skype";"FaceTime";"Teams";"Tourné à distance pendant le confinement, Host filme une séance de spiritisme sur Zoom en 56 minutes ; Unfriended utilisait Skype.";"4";"5";""
"film_horreur";"industrie";"Quelle société de Jason Blum s'est spécialisée dans l'horreur à petit budget ?";"Blumhouse";"Platinum Dunes";"Ghost House Pictures";"Dark Castle";"Blumhouse plafonne ses budgets pour garder la liberté créative : Paranormal Activity, Insidious, Get Out ou M3GAN en sont issus.";"4";"4";""
"film_horreur";"horreur sociale";"Comment s'appelle la famille confrontée à ses doubles dans Us ?";"Les Wilson";"Les Turner";"Les Walker";"Les Johnson";"La famille Wilson affronte ses doppelgängers, les « Tethered », lors de vacances à Santa Cruz.";"4";"5";""
"film_horreur";"vampires";"Comment s'appelle l'enfant vampire du film suédois Morse (2008) ?";"Eli";"Abby";"Klara";"Astrid";"Eli, éternel enfant de douze ans, se lie au jeune Oskar ; dans le remake américain Laisse-moi entrer, le personnage devient Abby.";"4";"5";""
"film_horreur";"horreur A24";"Comment s'appelle le bouc de la famille dans The Witch ?";"Black Phillip";"Old Nick";"Black Thomas";"Mister Scratch";"Black Phillip, devenu mascotte du film et du studio A24, cache une nature bien plus inquiétante qu'il n'y paraît.";"4";"5";""
"film_horreur";"survival";"Quel réalisateur français a signé le remake de La Colline a des yeux (2006) ?";"Alexandre Aja";"Pascal Laugier";"Xavier Gens";"Fabrice Du Welz";"Après Haute Tension, Alexandre Aja a été choisi par Wes Craven lui-même pour refaire son film de 1977.";"4";"5";""
"film_horreur";"cinéma coréen";"Quel réalisateur a signé Dernier train pour Busan ?";"Yeon Sang-ho";"Bong Joon-ho";"Park Chan-wook";"Na Hong-jin";"Yeon Sang-ho, venu de l'animation, a aussi réalisé Seoul Station, préquel animé sorti la même année.";"5";"5";""
"film_horreur";"cinéma français";"Dans quel type d'école étudie l'héroïne de Grave ?";"Une école vétérinaire";"Une école de médecine";"Un internat catholique";"Une école de danse";"Le bizutage de l'école vétérinaire, dont un rite carnivore imposé, déclenche la transformation de Justine.";"4";"4";""
"film_horreur";"récompenses";"Quel Oscar The Substance a-t-il remporté en 2025 ?";"Meilleurs maquillages et coiffures";"Meilleure actrice";"Meilleur film";"Meilleurs effets visuels";"Le film de Coralie Fargeat a été sacré pour ses maquillages ; Demi Moore, favorite, a manqué l'Oscar de la meilleure actrice.";"5";"4";""
"film_horreur";"folklore";"Quel objet plante-t-on traditionnellement dans le cœur d'un vampire pour le détruire ?";"Un pieu en bois";"Une dague en argent";"Un clou en fer forgé";"Une croix en or";"Le pieu en bois planté dans le cœur est la méthode canonique depuis le roman Dracula, reprise par tout le cinéma vampirique.";"1";"1";""
"film_horreur";"folklore";"Quel métal est réputé fatal aux loups-garous ?";"L'argent";"Le fer";"L'or";"Le plomb";"La balle en argent, popularisée par les films Universal des années 40, est devenue la faiblesse officielle du loup-garou.";"1";"1";""
"film_horreur";"folklore";"Comment neutralise-t-on définitivement un zombie dans le canon des films de Romero ?";"En détruisant le cerveau";"En le décapitant";"En l'exposant au soleil";"En l'aspergeant d'eau bénite";"« Détruisez le cerveau ou le corps » : la règle posée par Romero fait loi. Une tête coupée, elle, reste animée.";"2";"1";""
"film_horreur";"terminologie";"Quel anglicisme désigne l'apparition soudaine destinée à faire sursauter le spectateur ?";"Le jump scare";"Le slow burn";"Le cliffhanger";"Le body horror";"Le jump scare combine silence, cadrage et pic sonore ; son usage abusif est le reproche le plus fréquent fait au genre.";"1";"1";""
"film_horreur";"sagas";"Quelle saga repose sur des pièges mortels censés éprouver la volonté de vivre des victimes ?";"Saw";"Hostel";"Destination finale";"Cube";"Les pièges de Saw placent leurs victimes devant un choix impossible, marque de fabrique de la saga en dix films.";"1";"1";""
"film_horreur";"terminologie";"Que désigne la coulrophobie ?";"La peur des clowns";"La peur du noir";"La peur des poupées";"La peur du sang";"La coulrophobie, largement alimentée par le cinéma d'horreur, désigne la peur panique des clowns.";"2";"2";""
"film_horreur";"folklore";"Quel nom savant désigne l'homme qui se change en loup ?";"Le lycanthrope";"Le cynocéphale";"Le berserker";"Le nosferatu";"Lycanthrope vient du grec lukos (loup) et anthrôpos (homme) ; la lycanthropie désigne la malédiction elle-même.";"2";"2";""
"film_horreur";"littérature";"Quel écrivain irlandais a créé le personnage de Dracula ?";"Bram Stoker";"Mary Shelley";"Sheridan Le Fanu";"Oscar Wilde";"Le roman de Bram Stoker (1897) a fixé presque tout le folklore vampirique exploité ensuite par le cinéma.";"2";"1";""
"film_horreur";"littérature";"Quel écrivain jeunesse est à l'origine des films Chair de poule ?";"R.L. Stine";"Anthony Horowitz";"Darren Shan";"Neil Gaiman";"Les romans Chair de poule de R.L. Stine, best-sellers des années 90, ont été adaptés au cinéma avec Jack Black en 2015.";"2";"2";""
"film_horreur";"littérature";"Quel écrivain américain est le père de l'horreur cosmique et du mythe de Cthulhu ?";"H.P. Lovecraft";"Edgar Allan Poe";"Ambrose Bierce";"Robert E. Howard";"L'œuvre de Lovecraft irrigue tout le cinéma fantastique, de The Thing à Re-Animator en passant par Alien.";"2";"2";""
"film_horreur";"industrie";"Quel studio hollywoodien est historiquement associé aux monstres classiques (Dracula, Frankenstein, la Momie) ?";"Universal";"Warner Bros.";"Paramount";"MGM";"Les « Universal Monsters » des années 30-50 ont fondé l'iconographie du film de monstres, régulièrement ressuscitée depuis.";"2";"2";""
"film_horreur";"cinéma français";"Quel sous-titre français accompagne le titre Alien (1979) ?";"Le huitième passager";"La créature de l'espace";"Le passager clandestin";"La menace des étoiles";"Le sous-titre français désigne la créature embarquée clandestinement aux côtés des sept membres d'équipage du Nostromo.";"2";"2";""
"film_horreur";"folklore";"Quelle créature emmaillotée surgit des sarcophages du cinéma fantastique ?";"La momie";"La goule";"La banshee";"La strige";"De Boris Karloff en 1932 au blockbuster de 1999, la momie ressuscitée est l'un des monstres les plus durables de l'écran.";"1";"1";""
"film_horreur";"clichés du genre";"Quel lieu de villégiature est le décor archétypal du slasher ?";"Un camp de vacances";"Une station de ski";"Un parc d'attractions";"Une croisière";"Depuis Vendredi 13 et son camp de Crystal Lake, le camp de vacances isolé est le terrain de chasse favori des tueurs de slashers.";"2";"2";""
"film_horreur";"folklore";"Quel objet permet classiquement de communiquer avec les esprits dans les films de spiritisme ?";"La planche de ouija";"Le pendule";"Les cartes de tarot";"La boule de cristal";"La planche de ouija et sa goutte mobile ouvrent la porte aux esprits, rarement pour le mieux, dans des dizaines de films.";"1";"1";""
"film_horreur";"terminologie";"Quel sous-genre met en scène un tueur masqué éliminant un groupe de jeunes un par un ?";"Le slasher";"Le survival";"Le home invasion";"Le torture porn";"Le slasher, codifié par Halloween puis Vendredi 13, tire son nom du verbe anglais « to slash », taillader.";"1";"1";""
"film_horreur";"industrie";"Quelle est la classification la plus restrictive du cinéma en salle en France ?";"Interdit aux moins de 18 ans";"Interdit aux moins de 16 ans";"Interdit aux moins de 21 ans";"Interdit aux moins de 15 ans";"L'interdiction aux moins de 18 ans, rarissime, a par exemple frappé le film d'horreur français Martyrs avant son appel.";"2";"3";""
"film_horreur";"créatures";"Que ne faut-il JAMAIS faire à un mogwaï après minuit ?";"Le nourrir";"Le mouiller";"L'exposer à la lumière";"Le laisser seul";"Le nourrir après minuit le transforme en gremlin ; l'eau le multiplie et la lumière vive le blesse : trois règles, trois catastrophes.";"2";"2";""
"film_horreur";"folklore";"Quelle superstition a donné son titre à la saga du tueur de Crystal Lake ?";"Le vendredi 13";"La nuit de pleine lune";"Le passage sous une échelle";"Le miroir brisé";"Le vendredi 13, jour de malchance dans la culture occidentale, baptise la saga lancée en 1980.";"1";"1";""
"film_horreur";"folklore";"Quel nombre est appelé « chiffre de la Bête » dans les films sataniques ?";"666";"444";"13";"777";"Tiré de l'Apocalypse de Jean, le 666 signe la présence du démon, de La Malédiction à nombre de films d'exorcisme.";"1";"1";""
"film_horreur";"terminologie";"Quel terme désigne l'ultime survivante qui affronte le tueur à la fin d'un slasher ?";"La final girl";"La scream queen";"La dernière proie";"L'ultime cible";"Théorisée par l'universitaire Carol Clover, la final girl survit par sa lucidité ; la scream queen désigne, elle, une actrice du genre.";"3";"4";""
"film_horreur";"Hammer";"Quel studio britannique a ressuscité Dracula et Frankenstein en couleurs dans les années 50-60 ?";"La Hammer";"L'Amicus";"La Tigon";"L'Ealing";"La Hammer a relancé l'épouvante gothique en Technicolor sanglant, imposant son duo vedette Cushing-Lee.";"3";"4";""
"film_horreur";"Hammer";"Quel acteur a incarné Dracula dans les films de la Hammer ?";"Christopher Lee";"Peter Cushing";"Boris Karloff";"Bela Lugosi";"Christopher Lee a endossé la cape du comte à de multiples reprises pour la Hammer, face au Van Helsing de Peter Cushing.";"3";"3";""
"film_horreur";"terminologie";"Quel sous-genre ancre l'horreur dans les traditions rurales et le paganisme ?";"Le folk horror";"Le survival";"L'horreur cosmique";"Le gothique";"Le folk horror, des classiques britanniques des années 70 à Midsommar, puise l'effroi dans les cultes anciens et l'isolement rural.";"3";"4";""
"film_horreur";"folklore";"De quelle tradition le mot « zombi » est-il originaire ?";"Du vaudou haïtien";"Des rites aztèques";"Du folklore slave";"Des légendes nordiques";"Avant Romero, le zombi du cinéma était un mort asservi par un sorcier vaudou haïtien, comme dans White Zombie (1932).";"3";"3";""
"film_horreur";"musique";"Quelle icône de l'horreur prête sa voix au monologue final de Thriller de Michael Jackson ?";"Vincent Price";"Orson Welles";"James Earl Jones";"Alice Cooper";"Le rire sépulcral de Vincent Price, légende du cinéma d'épouvante, clôt le plus célèbre titre horrifique de la pop.";"3";"2";""
"film_horreur";"figures";"Quel musicien de metal a réalisé La Maison des 1000 morts puis le remake d'Halloween ?";"Rob Zombie";"Marilyn Manson";"Alice Cooper";"Ozzy Osbourne";"Rob Zombie a troqué le micro pour la caméra, imposant un style white trash ultra-violent reconnaissable entre tous.";"3";"3";""
"film_horreur";"festivals";"Quelle ville des Vosges accueille chaque année le festival international du film fantastique ?";"Gérardmer";"Avoriaz";"Annecy";"Cognac";"Gérardmer a pris en 1994 la succession du mythique festival d'Avoriaz, rendez-vous français du cinéma de genre.";"3";"3";""
"film_horreur";"J-horror";"Quel nom porte le fantôme féminin du folklore japonais, robe blanche et longs cheveux noirs ?";"Le yūrei";"Le kappa";"Le tengu";"Le kitsune";"Le yūrei, esprit vengeur des estampes et du kabuki, a directement modelé les spectres de la J-horror moderne.";"3";"4";""
"film_horreur";"clichés du genre";"Quelle heure de la nuit est surnommée « l'heure du diable » dans les films d'exorcisme ?";"3 heures du matin";"Minuit";"4 h 44";"1 h 13";"Popularisée par L'Exorcisme d'Emily Rose, 3 heures du matin parodie l'heure de la mort du Christ, inversion moqueuse de la Trinité.";"3";"3";""
"film_horreur";"maisons hantées";"Dans quel État américain se trouve la célèbre maison d'Amityville ?";"New York";"Le Massachusetts";"Le Connecticut";"Le New Jersey";"Le 112 Ocean Avenue se situe à Amityville, sur Long Island, dans l'État de New York ; l'affaire réelle date de 1974-1975.";"3";"4";""
"film_horreur";"comédie horrifique";"Quel faux documentaire néo-zélandais suit une colocation de vampires ?";"Vampires en toute intimité";"Dracula, mort et heureux de l'être";"Un vampire à Brooklyn";"Mords-moi sans hésitation";"Vampires en toute intimité (2014) de Taika Waititi et Jemaine Clement a ensuite donné une série télévisée à succès.";"3";"4";""
"film_horreur";"littérature";"Quel écrivain a inventé le personnage d'Hannibal Lecter ?";"Thomas Harris";"James Patterson";"Jeffery Deaver";"Patricia Cornwell";"Hannibal Lecter apparaît dès Dragon rouge (1981) de Thomas Harris, avant Le Silence des agneaux.";"3";"4";""
"film_horreur";"folklore";"Quelle créature cannibale du folklore algonquin hante les hivers du cinéma d'horreur ?";"Le wendigo";"Le skinwalker";"Le chupacabra";"Le sasquatch";"Le wendigo, esprit de la faim insatiable, apparaît de Ravenous à Antlers, toujours lié à l'hiver et au cannibalisme.";"3";"4";""
"film_horreur";"slashers";"Quel acteur a incarné Freddy Krueger dans tous les films originaux ?";"Robert Englund";"Kane Hodder";"Doug Bradley";"Brad Dourif";"Robert Englund a porté le pull rayé de Freddy huit fois ; Brad Dourif prête sa voix à Chucky et Doug Bradley incarnait Pinhead.";"3";"4";""
"film_horreur";"giallo";"Quel réalisateur italien, pionnier du giallo, a signé Six femmes pour l'assassin (1964) ?";"Mario Bava";"Riccardo Freda";"Sergio Martino";"Umberto Lenzi";"Mario Bava a posé la grammaire du giallo : tueur ganté de noir, meurtres baroques, couleurs saturées.";"4";"5";""
"film_horreur";"giallo";"Quelle couleur a donné son nom au « giallo », le thriller horrifique italien ?";"Le jaune";"Le rouge";"Le noir";"Le pourpre";"« Giallo » signifie jaune : la couleur des couvertures des romans policiers bon marché de l'éditeur Mondadori.";"4";"5";""
"film_horreur";"folk horror";"Dans quel film de 1973 un policier enquête sur une île écossaise acquise au paganisme ?";"The Wicker Man";"La Nuit des maléfices";"Les Vierges de Satan";"Le Grand Inquisiteur";"The Wicker Man, avec Christopher Lee en seigneur de Summerisle, est la pierre angulaire du folk horror britannique.";"4";"5";""
"film_horreur";"musique";"Quel compositeur a signé les cordes stridentes de la scène de la douche de Psychose ?";"Bernard Herrmann";"Ennio Morricone";"John Williams";"Jerry Goldsmith";"Les violons hurlants de Bernard Herrmann, qu'Hitchcock voulait d'abord sans musique, sont devenus le son même de la terreur.";"4";"4";""
"film_horreur";"musique";"Quel morceau de Mike Oldfield sert de thème à L'Exorciste ?";"Tubular Bells";"Oxygène";"Popcorn";"Albedo 0.39";"L'intro de Tubular Bells, album fondateur du label Virgin, est devenue indissociable du film de Friedkin.";"4";"4";""
"film_horreur";"effets spéciaux";"Quel maquilleur, vétéran du Vietnam, a signé les effets gore de Zombie et Vendredi 13 ?";"Tom Savini";"Rick Baker";"Rob Bottin";"Greg Nicotero";"Tom Savini dit avoir puisé son réalisme dans ses souvenirs de photographe de guerre ; Greg Nicotero fut son élève.";"4";"5";""
"film_horreur";"effets spéciaux";"Quel film de loup-garou a remporté le tout premier Oscar du maquillage en 1982 ?";"Le Loup-garou de Londres";"Hurlements";"Wolfen";"La Compagnie des loups";"La transformation conçue par Rick Baker a inauguré la catégorie, créée cette année-là, devant son rival direct Hurlements.";"4";"5";""
"film_horreur";"figures";"Quelle réalisatrice a signé American Psycho (2000) ?";"Mary Harron";"Kathryn Bigelow";"Karyn Kusama";"Sofia Coppola";"Mary Harron a imposé sa lecture satirique du roman de Bret Easton Ellis, à rebours des craintes de simple film gore.";"4";"5";""
"film_horreur";"figures";"Quel producteur-réalisateur a adapté Edgar Poe avec Vincent Price dans les années 60 ?";"Roger Corman";"William Castle";"Herschell Gordon Lewis";"Terence Fisher";"Le cycle Poe de Roger Corman (La Chute de la maison Usher, Le Masque de la mort rouge) a fait de Price une icône gothique.";"4";"5";""
