theme;sous_theme;question;bonne_reponse;distracteur_1;distracteur_2;distracteur_3;explication;difficulte;generalite;note_verif
seigneur_des_anneaux;Intrigue;Que fait Gollum au doigt de Frodon dans la Montagne du Destin ?;Il l’arrache d’un coup de dents;Il le tranche à l’épée;Il le brûle;Il l’épargne;Gollum mord le doigt de Frodon pour récupérer l’Anneau, scellant leur destin à tous deux.;2;3;
seigneur_des_anneaux;Lieux;Dans quelle forêt Merry et Pippin rencontrent-ils Sylvebarbe ?;La forêt de Fangorn;La Lothlórien;La Forêt Noire;La Vieille Forêt;Réfugiés dans Fangorn, Merry et Pippin y font la connaissance de l’Ent Sylvebarbe.;2;3;
seigneur_des_anneaux;Intrigue;Que fait Sam quand Frodon n’a plus la force de gravir la Montagne du Destin ?;Il le porte sur son dos;Il abandonne l’Anneau;Il appelle les Aigles;Il repart chercher de l’aide;« Je ne peux pas porter l’Anneau, mais je peux vous porter », lance Sam en hissant Frodon.;2;2;
seigneur_des_anneaux;Objets;Comment s’appelle le pain de route elfique qui nourrit Frodon et Sam ?;Le lembas;Le miruvor;Le cram;Le mallorn;Le lembas, pain de route des Elfes, rassasie longtemps et soutient les voyageurs épuisés.;2;3;
seigneur_des_anneaux;Personnages;Quel Hobbit Gandalf emmène-t-il avec lui à Minas Tirith ?;Pippin;Merry;Sam;Frodon;Après l’épisode du palantír, Gandalf emmène Pippin en hâte vers la cité du Gondor.;2;3;
seigneur_des_anneaux;Intrigue;Quel personnage maléfique n’apparaît jamais en corps mais surveille tout d’un œil ?;Sauron;Saroumane;Le Roi-Sorcier;Morgoth;Sauron se manifeste par un œil enflammé au sommet de Barad-dûr tout au long de la trilogie.;1;2;
seigneur_des_anneaux;Intrigue;Qui mène l’armée jusqu’à la Porte Noire pour détourner l’attention de Sauron ?;Aragorn;Gandalf;Éomer;Faramir;Aragorn conduit les armées de l’Ouest au Morannon pour laisser à Frodon une chance d’agir.;2;3;
seigneur_des_anneaux;Creatures;Comment appelle-t-on les créatures géantes ressemblant à des éléphants au Pelennor ?;Les Oliphants;Les Wargs;Les trolls des collines;Les Nazgûl;Les Oliphants, ou Mûmakil, portent les archers du Harad et sèment la terreur au Pelennor.;2;3;
seigneur_des_anneaux;Intrigue;Quel défi Legolas et Gimli se lancent-ils pendant la bataille du Gouffre de Helm ?;Compter leurs ennemis abattus;Escalader le rempart;Tenir la porte à deux;Sonner le cor;Legolas et Gimli tiennent le compte de leurs victimes, rivalisant d’adresse tout au long du siège.;2;3;
seigneur_des_anneaux;Lieux;Devant quelle porte se déroule l’ultime bataille de la trilogie ?;La Porte Noire;Le Gouffre de Helm;Les portes de la Moria;La porte de Minas Tirith;L’affrontement final a lieu au Morannon, la Porte Noire qui garde l’entrée du Mordor.;2;3;
seigneur_des_anneaux;Intrigue;Pour sauver qui Aragorn, Legolas et Gimli poursuivent-ils les Uruk-hai ?;Merry et Pippin;Frodon et Sam;Boromir et Faramir;Éowyn et Éomer;Le trio traque les Uruk-hai à travers le Rohan pour délivrer Merry et Pippin, faits prisonniers.;2;3;
seigneur_des_anneaux;Intrigue;En quoi Frodon et Sam se déguisent-ils pour traverser le Mordor ?;En orques;En marchands;En soldats du Gondor;En Nazgûl;Frodon et Sam revêtent des armures d’orques ramassées sur le champ de bataille pour passer inaperçus.;2;3;
seigneur_des_anneaux;Personnages;Qui guide Frodon et Sam vers le Mordor tout en complotant contre eux ?;Gollum;Grima;Le Roi-Sorcier;Denethor;Gollum sert de guide à Frodon et Sam, tout en préparant leur perte auprès d’Arachne.;1;2;
seigneur_des_anneaux;Objets;Dans quel objet Pippin regarde-t-il, révélant sa présence à Sauron ?;Un palantír;Un miroir elfique;Une fiole;Un cor;Pippin dérobe le palantír de Saroumane et attire sur lui le regard de Sauron.;2;3;
seigneur_des_anneaux;Intrigue;Quel spectacle Gandalf offre-t-il lors de la fête de Bilbon dans la Comté ?;Des feux d’artifice;Un tour de magie noire;Une pluie d’étoiles;Un concert;Gandalf illumine la fête d’anniversaire de ses célèbres feux d’artifice, pour la joie des Hobbits.;2;3;
seigneur_des_anneaux;Lieux;Comment s’appelle la demeure de Bilbon et Frodon dans la Comté ?;Cul-de-Sac;Le Dragon Vert;Le Creux-de-Crique;Château-Brande;Cul-de-Sac, le trou de hobbit confortable de Bilbon, revient à Frodon avant son départ.;2;3;
seigneur_des_anneaux;Personnages;Qui est le père d’Arwen ?;Elrond;Celeborn;Thranduil;Círdan;Elrond, seigneur de Fondcombe, est le père d’Arwen et un adversaire de longue date de Sauron.;2;3;
seigneur_des_anneaux;Intrigue;Par qui Merry et Pippin sont-ils enlevés à la fin du premier film ?;Les Uruk-hai;Les Nazgûl;Les Wargs;Les orques de la Moria;Les Uruk-hai de Saroumane capturent Merry et Pippin en croyant qu’ils portent l’Anneau.;2;3;
seigneur_des_anneaux;Lieux;Comment s’appelle l’auberge, cœur de la vie sociale de la Comté ?;Le Dragon Vert;Le Poney Fringant;Le Sanglier Blanc;La Feuille de Cul-de-Sac;Au Dragon Vert, les Hobbits partagent bière et chansons loin des périls du vaste monde.;2;3;
seigneur_des_anneaux;Personnages;Quelle personnalité s’oppose à Gollum dans l’esprit divisé de la créature ?;Sméagol;Déagol;Bilbon;Trahald;Le dialogue entre Sméagol, plus doux, et Gollum, cruel, illustre la scission de son esprit.;2;3;
seigneur_des_anneaux;Creatures;Que chevauchent les Nazgûl dans les deuxième et troisième films ?;Des bêtes ailées;Des chevaux noirs;Des Wargs;Des dragons;Après avoir perdu leurs montures dans la rivière, les Nazgûl volent sur d’immenses bêtes ailées.;2;3;
seigneur_des_anneaux;Intrigue;Que doit récupérer Sauron pour asservir toute la Terre du Milieu ?;L’Anneau unique;Le sceptre du Gondor;La couronne de fer;Le palantír maître;Sans l’Anneau unique, la puissance de Sauron reste incomplète : d’où l’enjeu de sa destruction.;1;2;
seigneur_des_anneaux;Lieux;Sur quelle colline Frodon reçoit-il une blessure d’une lame de Morgul ?;Le Mont Venteux;Le Caradhras;La colline de Bree;Amon Hen;Au Mont Venteux, le Roi-Sorcier blesse Frodon d’une lame maudite qui manque de le transformer.;2;3;
seigneur_des_anneaux;Personnages;Qui soigne Frodon après sa blessure de lame de Morgul ?;Elrond;Galadriel;Aragorn;Gandalf;À Fondcombe, Elrond emploie son art de guérisseur pour extraire l’éclat de la lame du corps de Frodon.;2;3;
seigneur_des_anneaux;Intrigue;Qui donne sa vie pour protéger Merry et Pippin des Uruk-hai ?;Boromir;Aragorn;Legolas;Faramir;Boromir, racheté par son sacrifice, tombe en défendant les deux Hobbits contre Lurtz.;2;3;
seigneur_des_anneaux;Personnages;Quel peuple mené par Théoden vient au secours du Gondor à cheval ?;Les Rohirrim;Les Galadhrim;Les Corsaires;Les Béornides;Les Rohirrim chargent au Pelennor sur l’ordre de Théoden, renversant le cours de la bataille.;2;3;
seigneur_des_anneaux;Personnages;À qui appartient l’Étoile du Soir, ce pendant lumineux confié à Aragorn ?;Arwen;Galadriel;Éowyn;Elrond;Arwen offre à Aragorn son pendentif de l’Étoile du Soir en gage d’amour et d’espoir.;2;3;
seigneur_des_anneaux;Batailles;Quel elfe conduit le renfort venu défendre le Gouffre de Helm ?;Haldir;Celeborn;Glorfindel;Círdan;Haldir mène les archers elfes de la Lórien au Gouffre de Helm, où il trouve la mort.;3;4;
seigneur_des_anneaux;Objets;Comment s’appelle le cheval qu’Aragorn apprivoise dans Les Deux Tours ?;Brego;Hasufel;Arod;Fléau-de-Feu;Aragorn noue un lien avec Brego, un cheval du Rohan endeuillé par la mort de son maître.;3;4;
seigneur_des_anneaux;Personnages;Comment s’appelle le fils de Théoden, tué par les forces de Saroumane ?;Théodred;Éomer;Gamling;Háma;La mort de Théodred plonge Théoden dans le deuil et précipite le conflit avec l’Isengard.;3;4;
seigneur_des_anneaux;Production;Quel personnage assure la narration du prologue du premier film ?;Galadriel;Elrond;Gandalf;Bilbon;La voix de Galadriel ouvre la trilogie : « Le monde a changé... ».;3;3;
seigneur_des_anneaux;Recompenses;Combien d’Oscars La Communauté de l’Anneau a-t-elle remportés ?;Quatre;Deux;Six;Huit;Le premier volet remporte quatre Oscars, notamment ceux de la photographie et des effets visuels.;3;4;
seigneur_des_anneaux;Musique;Qui interprète « Gollum’s Song » au générique des Deux Tours ?;Emilíana Torrini;Enya;Annie Lennox;Sissel;L’Islandaise Emilíana Torrini prête sa voix mélancolique à « Gollum’s Song ».;3;4;
seigneur_des_anneaux;Personnages;Qui est l’époux de Galadriel, seigneur de la Lothlórien ?;Celeborn;Elrond;Thranduil;Haldir;Celeborn règne aux côtés de Galadriel sur les forêts de la Lothlórien.;3;4;
seigneur_des_anneaux;Lieux;Dans quel marais Frodon est-il attiré par des lumières de cadavres ?;Les Marais des Morts;Le Nindalf;Les Fondrières de Serech;Le Lac de la Moria;Dans les Marais des Morts, Gollum met en garde contre les visages des défunts qui hantent l’eau.;3;4;
seigneur_des_anneaux;Objets;Qu’advient-il du cor de Boromir au moment de sa mort ?;Il se fend en deux;Il est emporté par un orque;Il fond dans les flammes;Il sonne une dernière fois seul;Le cor de Gondor, brisé en deux, symbolise la chute de Boromir et le glas qui plane sur sa lignée.;3;4;
seigneur_des_anneaux;Personnages;Qui tue finalement Saroumane dans la version longue du Retour du roi ?;Grima;Gandalf;Legolas;Aragorn;Poussé à bout, Grima poignarde Saroumane au sommet d’Orthanc avant d’être abattu à son tour.;3;4;
seigneur_des_anneaux;Lieux;Dans quelle région Faramir capture-t-il Frodon, Sam et Gollum ?;L’Ithilien;L’Emyn Muil;Le Lossarnach;L’Anórien;Les rôdeurs de Faramir surprennent les voyageurs en Ithilien, non loin d’Osgiliath.;3;4;
seigneur_des_anneaux;Personnages;Quel haut roi des Hommes, père d’Isildur, combat Sauron dans le prologue ?;Elendil;Anárion;Gil-galad;Eärnur;"Elendil tombe face à Sauron ; c’est son fils Isildur qui tranche ensuite l’Anneau.";3;4;
seigneur_des_anneaux;Personnages;Que brise Gandalf pour déchoir Saroumane de son ordre de magiciens ?;Son bâton;Sa couronne;Son palantír;Son anneau;D’une parole de puissance, Gandalf le Blanc brise le bâton de Saroumane devant Orthanc.;3;4;
seigneur_des_anneaux;Batailles;Au cours de quelle attaque Aragorn chute-t-il d’une falaise dans Les Deux Tours ?;L’attaque des Wargs;Le siège du Gouffre de Helm;L’embuscade de l’Emyn Muil;La bataille d’Osgiliath;Emporté par un Warg au bord d’un précipice, Aragorn est cru mort avant de reprendre connaissance.;3;4;
seigneur_des_anneaux;Personnages;Qui commande les rôdeurs qui capturent Gollum à l’Étang Interdit ?;Faramir;Boromir;Madril;Damrod;Faramir épargne Gollum après l’avoir surpris à l’Étang Interdit d’Henneth Annûn.;3;4;
seigneur_des_anneaux;Personnages;À quel roi Merry jure-t-il fidélité et offre-t-il son épée ?;Théoden;Denethor;Aragorn;Éomer;Merry pose son épée aux pieds de Théoden et devient écuyer du Rohan.;3;3;
seigneur_des_anneaux;Personnages;À quel dirigeant Pippin jure-t-il fidélité au Gondor ?;Denethor;Théoden;Faramir;Aragorn;En gage de dette envers Boromir, Pippin prête serment à l’Intendant Denethor.;3;3;
seigneur_des_anneaux;Intrigue;Qui grimpe pour allumer le premier feu d’alarme de Minas Tirith ?;Pippin;Gandalf;Merry;Faramir;À l’insu de Denethor, Pippin allume le brasier qui appelle le Rohan à la rescousse.;3;4;
seigneur_des_anneaux;Personnages;Sous quel nom d’emprunt Éowyn combat-elle, déguisée en soldat ?;Dernhelm;Grimhelm;Éofor;Hama;Sous le nom de Dernhelm, Éowyn rejoint en secret la charge des Rohirrim, emmenant Merry.;3;4;
seigneur_des_anneaux;Personnages;Que fait Denethor pendant que Pippin chante et que Faramir charge vers Osgiliath ?;Il dévore un festin;Il prie en silence;Il dort profondément;Il pleure sur un portrait;La scène alterne le chant de Pippin, le repas glouton de Denethor et la charge suicidaire de Faramir.;3;4;
seigneur_des_anneaux;Repliques;Quelle action Gimli déclare-t-il formellement interdite le concernant, au Gouffre de Helm ?;Le lancer;Le porter;Le raser;Le désarmer;« Personne ne lance un Nain ! » : Gimli demande finalement à Aragorn de le projeter en secret.;3;3;
seigneur_des_anneaux;Recompenses;Combien d’Oscars Les Deux Tours a-t-il remportés ?;Deux;Quatre;Cinq;Sept;Le deuxième volet remporte deux Oscars, pour les effets visuels et le montage sonore.;3;4;
seigneur_des_anneaux;Batailles;Avec quelle arme Éowyn achève-t-elle le Roi-Sorcier ?;Une épée;Une lance;Une hache;Un arc;Après le coup de Merry, Éowyn plante son épée dans le heaume vide du Roi-Sorcier.;3;3;
seigneur_des_anneaux;Batailles;Qui poignarde le Roi-Sorcier par surprise, permettant à Éowyn de le vaincre ?;Merry;Pippin;Éomer;Théoden;Merry frappe le Roi-Sorcier au jarret de sa lame, brisant le charme qui le rendait invulnérable.;3;3;
seigneur_des_anneaux;Objets;À qui Pippin dérobe-t-il le palantír pendant son sommeil ?;Saroumane;Gandalf;Denethor;Sauron;Le palantír de Saroumane, ramassé dans les eaux d’Isengard, tombe entre les mains curieuses de Pippin.;3;4;
seigneur_des_anneaux;Personnages;Quel elfe apporte l’épée Andúril à Aragorn, à Dunharrow ?;Elrond;Celeborn;Haldir;Legolas;Elrond remet en personne Andúril reforgée à Aragorn, l’invitant à prendre les Chemins des Morts.;3;4;
seigneur_des_anneaux;Personnages;Qui offre un manteau elfique à chaque membre de la Communauté en Lothlórien ?;Galadriel;Celeborn;Haldir;Arwen;Les manteaux gris de la Lórien, cadeau de Galadriel, camouflent leurs porteurs dans la nature.;3;4;
seigneur_des_anneaux;Repliques;Que crie Gandalf en tombant dans le gouffre avec le Balrog ?;« Fuyez, pauvres fous ! »;« Adieu, mes amis ! »;« Sauvez l’Anneau ! »;« Je reviendrai ! »;Avant de disparaître, Gandalf ordonne à la Communauté de fuir Khazad-dûm sans lui.;3;3;
seigneur_des_anneaux;Batailles;Quelle coalition affronte Sauron dans le prologue du premier film ?;La Dernière Alliance des Elfes et des Hommes;L’armée du Gondor seule;Les Rôdeurs du Nord;Les légions de la Lórien;La Dernière Alliance, menée par Gil-galad et Elendil, terrasse Sauron au pied de la Montagne du Destin.;3;4;
seigneur_des_anneaux;Objets;Dans quel objet Galadriel montre-t-elle des visions d’avenir à Frodon ?;Un miroir d’eau;Un palantír;Une fiole de lumière;Un anneau elfique;Le Miroir de Galadriel, une vasque d’eau, révèle à Frodon des futurs possibles, entre espoir et effroi.;3;4;
seigneur_des_anneaux;Casting;Quel acteur incarne l’elfe Haldir de la Lothlórien ?;Craig Parker;Marton Csokas;Bruce Hopkins;Lawrence Makoare;Craig Parker campe Haldir, qui conduit les elfes au Gouffre de Helm.;4;4;
seigneur_des_anneaux;Casting;Quel acteur incarne Celeborn, l’époux de Galadriel ?;Marton Csokas;Craig Parker;Hugo Weaving;Bernard Hill;Marton Csokas prête ses traits à Celeborn aux côtés de Cate Blanchett.;4;5;
seigneur_des_anneaux;Effets speciaux;Quels deux illustrateurs de Tolkien ont façonné l’univers visuel des films ?;Alan Lee et John Howe;Frank Frazetta et Boris Vallejo;Ted Nasmith et Roger Garland;Ralph Bakshi et Arthur Rankin;Alan Lee et John Howe, illustrateurs de référence, ont dessiné décors, costumes et paysages.;4;5;
seigneur_des_anneaux;Effets speciaux;Quel logiciel a été créé pour animer les foules de soldats dans les batailles ?;Massive;Houdini;RenderMan;Golaem;Le logiciel Massive génère des milliers de combattants autonomes, une révolution pour les scènes de masse.;5;5;
seigneur_des_anneaux;Production;Sur quelle ferme néo-zélandaise le décor de Hobbitebourg a-t-il été bâti ?;Matamata;Twizel;Glenorchy;Wanaka;Le décor de la Comté, construit près de Matamata, est depuis devenu un site touristique majeur.;5;5;
seigneur_des_anneaux;Production;Sur quel relief le décor grandeur nature d’Edoras a-t-il été édifié ?;Mount Sunday;Mount Cook;Mount Ngauruhoe;Mount Sunday n’existe pas;Edoras fut bâtie sur Mount Sunday, colline isolée des Alpes du Sud, puis entièrement démontée.;5;5;
seigneur_des_anneaux;Anecdotes;Quel figurant elfe, surnommé « Figwit » par les fans, est devenu culte ?;Bret McKenzie;Sala Baker;Jed Brophy;Harry Sinclair;Bret McKenzie, aperçu au Conseil d’Elrond, a gagné un tel culte qu’on lui a écrit une réplique dans le troisième film.;5;5;
seigneur_des_anneaux;Production;Quel maître d’armes légendaire a entraîné les acteurs au combat ?;Bob Anderson;William Hobbs;Nick Powell;Terry Notary;Bob Anderson, escrimeur de renom, a chorégraphié les duels et perfectionné le maniement des lames.;5;5;
seigneur_des_anneaux;Effets speciaux;Quel acteur de petite taille servait de doublure d’échelle pour les Hobbits ?;Kiran Shah;Warwick Davis;Verne Troyer;Peter Dinklage;Kiran Shah doublait Elijah Wood dans les plans où Frodon paraissait minuscule.;5;5;
seigneur_des_anneaux;Anecdotes;Sous quels traits Peter Jackson apparaît-il brièvement dans Le Retour du roi ?;Un corsaire d’Umbar;Un garde de la Citadelle;Un cavalier du Rohan;Un marchand de Bree;Fidèle à ses caméos, Peter Jackson se glisse en pirate corsaire, abattu d’une flèche par Legolas.;5;5;
seigneur_des_anneaux;Anecdotes;Qu’est-il arrivé à la scène de la mort de Saroumane dans le montage cinéma du Retour du roi ?;Elle a été coupée;Elle a été déplacée au début;Elle a été rejouée;Elle a été colorisée;La mort de Saroumane fut retirée du montage cinéma, puis restaurée dans la version longue.;4;5;
seigneur_des_anneaux;Anecdotes;Pourquoi Christopher Lee fut-il contrarié au moment du Retour du roi ?;Sa scène de mort avait été coupée;Il n’avait pas été payé;Son nom manquait au générique;Il n’avait pas été doublé;Frustré du retrait de la mort de Saroumane, Christopher Lee bouda un temps la promotion du film.;5;5;
seigneur_des_anneaux;Anecdotes;Quel élément Viggo Mortensen a-t-il recollé lui-même sur le tournage ?;Une dent brisée;Une prothèse d’oreille;Une lame d’épée;Une semelle;Après avoir cassé une dent lors d’une scène de combat, Viggo demanda qu’on la recolle pour continuer.;5;5;
seigneur_des_anneaux;Production;Combien de temps a duré, en gros, le tournage principal des trois films ?;Environ quinze mois;Environ trois ans;Environ six mois;Environ cinq ans;Le tournage principal s’est étalé sur une quinzaine de mois, hors reprises ultérieures.;5;5;Durée approximative, hors reprises et effets
seigneur_des_anneaux;Effets speciaux;Pour quelle tâche Andy Serkis avait-il d’abord été engagé ?;Prêter sa voix à Gollum;Doubler les cascades d’Aragorn;Animer les Nazgûl;Superviser les maquettes;Recruté au départ pour la seule voix de Gollum, Serkis vit son rôle s’élargir à toute la performance.;4;5;
seigneur_des_anneaux;Personnages;Dans quelle version du Retour du roi apparaît la Bouche de Sauron ?;La version longue;La version cinéma;Les deux versions;Une version télévisée;Émissaire grimaçant de Sauron, la Bouche n’apparaît qu’au Morannon, dans la version longue.;4;5;
seigneur_des_anneaux;Repliques;Quelle brève réplique Aragorn lance-t-il juste avant de charger la Porte Noire ?;« Pour Frodon ! »;« Pour le Gondor ! »;« En avant ! »;« Souvenez-vous ! »;Face à l’armée de Sauron, Aragorn souffle « Pour Frodon ! » et s’élance, entraînant les Hobbits.;4;4;
seigneur_des_anneaux;Effets speciaux;Quel décor a été construit à deux échelles différentes pour la perspective forcée ?;Cul-de-Sac;Le Gouffre de Helm;Barad-dûr;La Moria;L’intérieur de Cul-de-Sac fut bâti en deux tailles pour que Gandalf paraisse géant face aux Hobbits.;4;5;
seigneur_des_anneaux;Repliques;Par quels mots débute le poème que récite Théoden avant la bataille ?;« Où sont le cheval et le cavalier ? »;« Levez-vous, cavaliers du Rohan ! »;« La nuit tombe sur le Gondor »;« Nos jours sont comptés »;Théoden récite un chant élégiaque du Rohan avant de mener ses cavaliers au combat.;4;5;
seigneur_des_anneaux;Casting;Quel personnage joué par Brad Dourif est abattu d’une flèche par Legolas ?;Grima;Gothmog;Lurtz;La Bouche de Sauron;Après que Grima a tué Saroumane, Legolas le transperce d’une flèche depuis les eaux d’Isengard.;4;5;
seigneur_des_anneaux;Anecdotes;Quel court-métrage Sean Astin a-t-il réalisé pendant le tournage, avec l’équipe ?;The Long and Short of It;The Road Goes Ever On;A Hobbit’s Tale;Down in the Shire;Profitant de la logistique du tournage, Sean Astin a réalisé un court-métrage, The Long and Short of It.;5;5;
seigneur_des_anneaux;Musique;Quel orchestre a principalement enregistré la partition de Howard Shore ?;L’Orchestre philharmonique de Londres;L’Orchestre symphonique de Vienne;L’Orchestre de Nouvelle-Zélande;L’Orchestre symphonique de Boston;La partition monumentale de Howard Shore fut portée par l’Orchestre philharmonique de Londres.;5;5;
seigneur_des_anneaux;Lieux;Combien de niveaux étagés compte la cité de Minas Tirith ?;Sept;Cinq;Neuf;Douze;Minas Tirith s’élève sur sept niveaux concentriques, chacun protégé par sa propre muraille.;4;4;
seigneur_des_anneaux;Personnages;Quel roi elfe combat aux côtés d’Elendil dans le prologue ?;Gil-galad;Thranduil;Círdan;Oropher;Gil-galad, dernier haut roi des Noldor, périt face à Sauron durant la Dernière Alliance.;5;5;
seigneur_des_anneaux;Personnages;Quel titre porte le Roi-Sorcier, chef des Nazgûl ?;Le Roi-Sorcier d’Angmar;Le Roi-Sorcier de Morgul;Le Roi-Sorcier de Mordor;Le Roi-Sorcier d’Umbar;Gandalf désigne le chef des Nazgûl comme le Roi-Sorcier d’Angmar, jadis un seigneur du Nord.;4;5;
seigneur_des_anneaux;Intrigue;Combien d’anneaux de pouvoir les Nains ont-ils reçus ?;Sept;Trois;Neuf;Un seul;"Sept anneaux furent donnés aux seigneurs nains ; trois aux Elfes et neuf aux Hommes.";4;4;
seigneur_des_anneaux;Objets;Dans quelle langue est gravée l’inscription de l’Anneau unique ?;Le noir parler du Mordor;Le quenya;Le sindarin;Le khuzdul;L’inscription de l’Anneau est rédigée en noir parler, la langue forgée par Sauron.;4;5;
seigneur_des_anneaux;Objets;Quel cheval Éomer prête-t-il à Aragorn lors de leur rencontre dans le Rohan ?;Hasufel;Brego;Gripoil;Felaróf;Éomer confie Hasufel à Aragorn et Arod à Legolas avant de repartir en patrouille.;5;5;
seigneur_des_anneaux;Casting;Quel acteur néo-zélandais incarne Théodred, le fils de Théoden ?;Paris Howe Strewe;Bruce Hopkins;Jed Brophy;Ben Fransham;Paris Howe Strewe joue Théodred, dont la mort ouvre le récit du Rohan dans Les Deux Tours.;5;5;
seigneur_des_anneaux;Anecdotes;De quel animal familier Andy Serkis s’est-il aussi inspiré pour les mimiques de Gollum ?;Ses propres enfants;Un lézard;Un singe;Un rat;Serkis a puisé autant dans l’observation de ses jeunes enfants que dans son chat pour composer Gollum.;5;5;Anecdote rapportée par Serkis, à nuancer
